"","occupation","y1619","y2024","y2534","y3544","y4554","y5564","y65plus","medianage","totalemp","womenpct","whitepct","blackpct","asianpct","hispanicpct","totalempfull","medianwagefull","soccode","soctitle","isco","iscotitle","Title","description_1d","description_4d","mean_score","mean_exposure_level","SD","potential","plus55pct","mean_score100","highexposure"
"657","Molders, shapers, and casters, except metal and plastic",0,2,9,5,9,5,4,NA,34,NA,NA,NA,NA,NA,16,NA,"51-9195","Molders, Shapers, and Casters, Except Metal and Plastic",7315,"Glass makers, cutters, grinders and finishers","Glass Makers, Cutters, Grinders and Finishers","Craft and related trades workers","Glass makers, cutters, grinders and finishers",0.22,"Very low",0.15,"Other occupations",26.4705882352941,22,0
"658","Molders, shapers, and casters, except metal and plastic",0,2,9,5,9,5,4,NA,34,NA,NA,NA,NA,NA,16,NA,"51-9195","Molders, Shapers, and Casters, Except Metal and Plastic",7516,"Tobacco preparers and tobacco products makers","Tobacco Preparers and Tobacco Products Makers","Craft and related trades workers","Tobacco preparers and tobacco products makers",0.14,"Very low",0.05,"Other occupations",26.4705882352941,14,0
"659","Molders, shapers, and casters, except metal and plastic",0,2,9,5,9,5,4,NA,34,NA,NA,NA,NA,NA,16,NA,"51-9195","Molders, Shapers, and Casters, Except Metal and Plastic",8181,"Glass and ceramics plant operators","Glass and Ceramics Plant Operators","Plant and machine operators, and assemblers","Glass and ceramics plant operators",0.14,"Very low",0.06,"Other occupations",26.4705882352941,14,0
"660","Molders, shapers, and casters, except metal and plastic",0,2,9,5,9,5,4,NA,34,NA,NA,NA,NA,NA,16,NA,"51-9195","Molders, Shapers, and Casters, Except Metal and Plastic",8131,"Chemical products plant and machine operators","Chemical Products Plant and Machine Operators","Plant and machine operators, and assemblers","Chemical products plant and machine operators",0.25,"Very low",0.13,"Other occupations",26.4705882352941,25,0
"661","Molders, shapers, and casters, except metal and plastic",0,2,9,5,9,5,4,NA,34,NA,NA,NA,NA,NA,16,NA,"51-9195","Molders, Shapers, and Casters, Except Metal and Plastic",8141,"Rubber products machine operators","Rubber Products Machine Operators","Plant and machine operators, and assemblers","Rubber products machine operators",0.18,"Very low",0.06,"Other occupations",26.4705882352941,18,0
"662","Paper goods machine setters, operators, and tenders",0,0,1,4,3,4,0,NA,12,NA,NA,NA,NA,NA,12,NA,"51-9196","Paper Goods Machine Setters, Operators, and Tenders",8171,"Pulp and papermaking plant operators","Pulp and Papermaking Plant Operators","Plant and machine operators, and assemblers","Pulp and papermaking plant operators",0.36,"Low",0.26,"Augmentation potential",33.3333333333333,36,0
"663","Paper goods machine setters, operators, and tenders",0,0,1,4,3,4,0,NA,12,NA,NA,NA,NA,NA,12,NA,"51-9196","Paper Goods Machine Setters, Operators, and Tenders",8143,"Paper products machine operators","Paper Products Machine Operators","Plant and machine operators, and assemblers","Paper products machine operators",0.15,"Very low",0.05,"Other occupations",33.3333333333333,15,0
"664","Tire builders",0,0,2,1,2,1,0,NA,7,NA,NA,NA,NA,NA,6,NA,"51-9197","Tire Builders",8141,"Rubber products machine operators","Rubber Products Machine Operators","Plant and machine operators, and assemblers","Rubber products machine operators",0.18,"Very low",0.06,"Other occupations",16.6666666666667,18,0
"665","Helpers--production workers",8,17,9,11,9,4,5,30.5,64,37.9,78.7,4.3,6.9,30.3,41,NA,"51-9198","Helpers--Production Workers",9329,"Manufacturing labourers not elsewhere classified","Manufacturing Labourers Not Elsewhere Classified","Elementary occupations","Manufacturing labourers not elsewhere classified",0.1,"Very low",0,"Other occupations",14.2857142857143,10,0
"666","Other production equipment operators and tenders",0,0,1,0,0,2,0,NA,4,NA,NA,NA,NA,NA,5,NA,NA,NA,9329,NA,"Manufacturing Labourers Not Elsewhere Classified","Elementary occupations","Manufacturing labourers not elsewhere classified",0.1,"Very low",0,"Other occupations",66.6666666666667,10,0
"667","Other production workers",37,137,328,280,252,207,53,40.8,1294,26,73.7,18.8,4,27.9,1162,890,NA,NA,9329,NA,"Manufacturing Labourers Not Elsewhere Classified","Elementary occupations","Manufacturing labourers not elsewhere classified",0.1,"Very low",0,"Other occupations",20.0927357032458,10,0
"668","Supervisors of transportation and material moving workers",5,16,62,83,84,62,10,43.7,322,27.4,72.1,12.8,9.9,20.1,299,1167,NA,NA,8332,NA,"Heavy Truck and Lorry Drivers","Plant and machine operators, and assemblers","Heavy truck and lorry drivers",0.23,"Very low",0.19,"Other occupations",22.360248447205,23,0
"669","Aircraft pilots and flight engineers",1,13,31,53,55,49,11,46.6,213,9.6,88.3,4.4,2.7,8.3,150,2311,NA,NA,3153,NA,"Aircraft Pilots and Related Associate Professionals","Technicians and associate professionals","Aircraft pilots and related associate professionals",0.24,"Very low",0.17,"Other occupations",28.169014084507,24,0
"670","Air traffic controllers and airfield operations specialists",0,1,11,14,3,5,0,NA,35,NA,NA,NA,NA,NA,28,NA,NA,NA,3154,NA,"Air Traffic Controllers","Technicians and associate professionals","Air traffic controllers",0.3,"Low",0.2,"Other occupations",14.7058823529412,30,0
"671","Flight attendants",0,12,36,23,28,23,8,42.9,129,77.2,69,22.6,5.2,15.9,88,1064,"53-2031","Flight Attendants",5111,"Travel attendants and travel stewards","Travel Attendants and Travel Stewards","Service and sales workers","Travel attendants and travel stewards",0.31,"Low",0.24,"Augmentation potential",23.8461538461538,31,0
"672","Ambulance drivers and attendants, except emergency medical technicians",0,10,4,3,3,3,0,NA,23,NA,NA,NA,NA,NA,25,NA,"53-3011","Ambulance Drivers and Attendants, Except Emergency Medical Technicians",8322,"Car, taxi and van drivers","Car, Taxi and Van Drivers","Plant and machine operators, and assemblers","Car, taxi and van drivers",0.24,"Very low",0.25,"Other occupations",13.0434782608696,24,0
"673","Bus drivers, school",0,1,27,24,37,60,53,56,201,51.4,74.7,21,2.7,15.7,98,922,NA,NA,8331,NA,"Bus and Tram Drivers","Plant and machine operators, and assemblers","",0.2,"Very low",0.18,"Other occupations",55.9405940594059,20,0
"674","Bus drivers, transit and intercity",0,5,34,44,49,78,62,54.5,271,35.8,60.6,33.3,2.6,17.6,202,931,"53-3021","Bus Drivers, Transit and Intercity",8331,"Bus and tram drivers","Bus and Tram Drivers","Plant and machine operators, and assemblers","",0.2,"Very low",0.18,"Other occupations",51.4705882352941,20,0
"675","Driver/sales workers and truck drivers",47,214,717,786,771,763,279,45.6,3578,7.9,70.9,21.3,4.5,24.3,2765,1043,NA,NA,8322,NA,"Car, Taxi and Van Drivers","Plant and machine operators, and assemblers","Car, taxi and van drivers",0.24,"Very low",0.25,"Other occupations",29.1305563321219,24,0
"676","Shuttle drivers and chauffeurs",0,3,5,15,14,21,20,54,79,19.6,66.7,21.6,8.6,16.6,50,858,NA,NA,8322,NA,"Car, Taxi and Van Drivers","Plant and machine operators, and assemblers","Car, taxi and van drivers",0.24,"Very low",0.25,"Other occupations",52.5641025641026,24,0
"677","Taxi drivers",1,16,91,127,140,103,35,45.7,514,12.6,48.9,29.9,16.9,26.6,225,762,NA,NA,8322,NA,"Car, Taxi and Van Drivers","Plant and machine operators, and assemblers","Car, taxi and van drivers",0.24,"Very low",0.25,"Other occupations",26.9005847953216,24,0
"678","Motor vehicle operators, all other",1,13,32,57,41,46,41,46.8,231,19.4,56.1,32.3,9.5,17.2,146,815,"53-3099","Motor Vehicle Operators, All Other",8321,"Motorcycle drivers","Motorcycle Drivers","Plant and machine operators, and assemblers","Motorcycle drivers",0.26,"Low",0.26,"Augmentation potential",37.6623376623377,26,0
"679","Locomotive engineers and operators",0,1,9,11,13,5,2,NA,41,NA,NA,NA,NA,NA,40,NA,NA,NA,8311,NA,"Locomotive Engine Drivers","Plant and machine operators, and assemblers","Locomotive engine drivers",0.26,"Low",0.21,"Other occupations",17.0731707317073,26,0
"680","Railroad conductors and yardmasters",1,5,6,18,14,6,1,42.6,51,3.9,77.4,19.1,0.5,8.6,51,1544,"53-4031","Railroad Conductors and Yardmasters",8312,"Railway brake, signal and switch operators","Railway Brake, Signal and Switch Operators","Plant and machine operators, and assemblers","Railway brake, signal and switch operators",0.22,"Very low",0.08,"Other occupations",13.7254901960784,22,0
"681","Other rail transportation workers",0,0,5,7,4,2,1,NA,19,NA,NA,NA,NA,NA,17,NA,NA,NA,8312,NA,"Railway Brake, Signal and Switch Operators","Plant and machine operators, and assemblers","Railway brake, signal and switch operators",0.22,"Very low",0.08,"Other occupations",15.7894736842105,22,0
"682","Sailors and marine oilers",2,3,6,5,3,1,1,NA,21,NA,NA,NA,NA,NA,19,NA,"53-5011","Sailors and Marine Oilers",8350,"Ships' deck crews and related workers","Ships' Deck Crews and Related Workers","Plant and machine operators, and assemblers","Ships' deck crews and related workers",0.12,"Very low",0.06,"Other occupations",9.52380952380952,12,0
"683","Ship and boat captains and operators",2,2,17,6,7,7,4,NA,44,NA,NA,NA,NA,NA,29,NA,NA,NA,3152,NA,"Ships' Deck Officers and Pilots","Technicians and associate professionals","Ships' deck officers and pilots",0.35,"Low",0.2,"Augmentation potential",24.4444444444444,35,0
"684","Ship engineers",0,0,1,1,0,0,1,NA,3,NA,NA,NA,NA,NA,2,NA,"53-5031","Ship Engineers",3151,"Ships' engineers","Ships' Engineers","Technicians and associate professionals","Ships' engineers",0.29,"Low",0.19,"Other occupations",33.3333333333333,29,0
"685","Parking attendants",7,9,7,10,15,5,2,38.3,54,9.8,58.4,27,5.5,28.9,36,NA,NA,NA,9629,NA,"Elementary Workers Not Elsewhere Classified","Elementary occupations","Elementary workers not elsewhere classified",0.38,"Low",0.2,"Augmentation potential",12.7272727272727,38,0
"686","Transportation service attendants",9,23,14,6,8,12,2,29.6,75,15.1,82.4,11.7,3.1,20.3,57,729,NA,NA,5111,NA,"Travel Attendants and Travel Stewards","Service and sales workers","Travel attendants and travel stewards",0.31,"Low",0.24,"Augmentation potential",18.9189189189189,31,0
"687","Transportation inspectors",0,2,11,5,10,11,2,NA,40,NA,NA,NA,NA,NA,42,NA,"53-6051","Transportation Inspectors",3257,"Environmental and occupational health inspectors and associates","Environmental and Occupational Health Inspectors and Associates","Technicians and associate professionals","Environmental and occupational health inspectors and associates",0.32,"Low",0.15,"Other occupations",31.7073170731707,32,0
"688","Passenger attendants",0,1,2,5,5,9,8,NA,30,NA,NA,NA,NA,NA,18,NA,NA,NA,5111,NA,"Travel Attendants and Travel Stewards","Service and sales workers","Travel attendants and travel stewards",0.31,"Low",0.24,"Augmentation potential",56.6666666666667,31,0
"689","Other transportation workers",1,2,17,5,9,5,5,NA,45,NA,NA,NA,NA,NA,31,NA,NA,NA,9331,NA,"Hand and Pedal Vehicle Drivers","Elementary occupations","Hand and pedal vehicle drivers",0.15,"Very low",0.09,"Other occupations",22.7272727272727,15,0
"690","Crane and tower operators",0,5,8,13,18,7,1,44.2,53,5.1,77.7,14.6,4.6,17.7,47,NA,"53-7021","Crane and Tower Operators",8343,"Crane, hoist and related plant operators","Crane, hoist and related plant operators","Plant and machine operators, and assemblers","Crane, hoist and related plant operators",0.16,"Very low",0.09,"Other occupations",15.3846153846154,16,0
"691","Conveyor, dredge, and hoist and winch operators",0,2,6,10,6,6,2,NA,31,NA,NA,NA,NA,NA,26,NA,NA,NA,8343,NA,"Crane, hoist and related plant operators","Plant and machine operators, and assemblers","Crane, hoist and related plant operators",0.16,"Very low",0.09,"Other occupations",25,16,0
"692","Industrial truck and tractor operators",12,67,148,131,128,95,21,40.6,602,10.4,71.5,21.6,2.2,35.8,582,850,"53-7051","Industrial Truck and Tractor Operators",8344,"Lifting truck operators","Lifting Truck Operators","Plant and machine operators, and assemblers","Lifting truck operators",0.32,"Low",0.26,"Augmentation potential",19.2691029900332,32,0
"693","Cleaners of vehicles and equipment",54,59,88,51,58,42,18,32.7,371,17.7,77.4,14.1,2.1,35.8,227,756,"53-7061","Cleaners of Vehicles and Equipment",9112,"Cleaners and helpers in offices, hotels and other establishments","Cleaners and Helpers in Offices, Hotels and Other Establishments","Elementary occupations","Cleaners and helpers in offices, hotels and other establishments",0.1,"Very low",0,"Other occupations",16.2162162162162,10,0
"694","Cleaners of vehicles and equipment",54,59,88,51,58,42,18,32.7,371,17.7,77.4,14.1,2.1,35.8,227,756,"53-7061","Cleaners of Vehicles and Equipment",9122,"Vehicle cleaners","Vehicle Cleaners","Elementary occupations","Vehicle cleaners",0.11,"Very low",0.05,"Other occupations",16.2162162162162,11,0
"695","Laborers and freight, stock, and material movers, hand",174,377,586,384,349,309,107,36.1,2286,22.9,72.8,18.7,3.6,28.7,1721,792,"53-7062","Laborers and Freight, Stock, and Material Movers, Hand",9329,"Manufacturing labourers not elsewhere classified","Manufacturing Labourers Not Elsewhere Classified","Elementary occupations","Manufacturing labourers not elsewhere classified",0.1,"Very low",0,"Other occupations",18.1977252843395,10,0
"696","Laborers and freight, stock, and material movers, hand",174,377,586,384,349,309,107,36.1,2286,22.9,72.8,18.7,3.6,28.7,1721,792,"53-7062","Laborers and Freight, Stock, and Material Movers, Hand",9333,"Freight handlers","Freight Handlers","Elementary occupations","Freight handlers",0.17,"Very low",0.08,"Other occupations",18.1977252843395,17,0
"697","Laborers and freight, stock, and material movers, hand",174,377,586,384,349,309,107,36.1,2286,22.9,72.8,18.7,3.6,28.7,1721,792,"53-7062","Laborers and Freight, Stock, and Material Movers, Hand",9624,"Water and firewood collectors","Water and Firewood Collectors","Elementary occupations","Water and firewood collectors",0.11,"Very low",0.05,"Other occupations",18.1977252843395,11,0
"698","Machine feeders and offbearers",1,0,9,5,5,5,0,NA,26,NA,NA,NA,NA,NA,21,NA,"53-7063","Machine Feeders and Offbearers",9329,"Manufacturing labourers not elsewhere classified","Manufacturing Labourers Not Elsewhere Classified","Elementary occupations","Manufacturing labourers not elsewhere classified",0.1,"Very low",0,"Other occupations",20,10,0
"699","Packers and packagers, hand",53,121,165,123,90,83,27,35.6,661,53.4,68.9,21.3,5.7,44.2,508,705,"53-7064","Packers and Packagers, Hand",9321,"Hand packers","Hand Packers","Elementary occupations","Hand packers",0.13,"Very low",0.06,"Other occupations",16.6163141993958,13,0
"700","Stockers and order fillers",188,361,362,249,208,215,110,33.3,1694,37.6,76.2,15.5,3.6,25.5,1055,718,NA,NA,9333,NA,"Freight Handlers","Elementary occupations","Freight handlers",0.17,"Very low",0.08,"Other occupations",19.1966922622563,17,0
"701","Pumping station operators",0,1,4,6,4,2,2,NA,19,NA,NA,NA,NA,NA,13,NA,NA,NA,3132,NA,"Incinerator and Water Treatment Plant Operators","Technicians and associate professionals","Incinerator and water treatment plant operators",0.31,"Low",0.19,"Other occupations",21.0526315789474,31,0
